"Date","Month","Year","Site.Name","COUNTY","meanLat","meanLong","PM2.5","Ozone"
2018-05-26,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21,23
2018-05-26,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,27,24
2018-05-27,5,2018,"Bryson City","Swain",35.434767,-83.442133,NA,23
2018-05-27,5,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,24
2018-05-27,5,2018,"Clemmons Middle","Forsyth",36.026,-80.342,31,25
2018-05-27,5,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,27,24
2018-05-27,5,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,28
2018-05-27,5,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,22
2018-05-27,5,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,30,26
2018-05-27,5,2018,"Leggett","Edgecombe",35.988278,-77.5843,20,24
2018-05-27,5,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,31
2018-05-27,5,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,26,26
2018-05-27,5,2018,"Millbrook School","Wake",35.856111,-78.574167,27,24
2018-05-27,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18,24
2018-05-27,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,22,22
2018-05-28,5,2018,"Bryson City","Swain",35.434767,-83.442133,NA,13
2018-05-28,5,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,27
2018-05-28,5,2018,"Clemmons Middle","Forsyth",36.026,-80.342,21,22
2018-05-28,5,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,9,18
2018-05-28,5,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,24
2018-05-28,5,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,13,19
2018-05-28,5,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,19,21
2018-05-28,5,2018,"Leggett","Edgecombe",35.988278,-77.5843,11,18
2018-05-28,5,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,22
2018-05-28,5,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,14,19
2018-05-28,5,2018,"Millbrook School","Wake",35.856111,-78.574167,15.5,18
2018-05-28,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,10,19
2018-05-28,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,18,17
2018-05-29,5,2018,"Bryson City","Swain",35.434767,-83.442133,NA,19
2018-05-29,5,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,23
2018-05-29,5,2018,"Clemmons Middle","Forsyth",36.026,-80.342,20,24
2018-05-29,5,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,9.5,23
2018-05-29,5,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,0,27
2018-05-29,5,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,16,24
2018-05-29,5,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,18,22
2018-05-29,5,2018,"Leggett","Edgecombe",35.988278,-77.5843,12,23
2018-05-29,5,2018,"Linville Falls","Avery",35.972347,-81.933072,5,28
2018-05-29,5,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,13,18
2018-05-29,5,2018,"Millbrook School","Wake",35.856111,-78.574167,20.6666666666667,22
2018-05-29,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16.5,23
2018-05-29,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,21,24
2018-05-30,5,2018,"Bryson City","Swain",35.434767,-83.442133,8,29
2018-05-30,5,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,28
2018-05-30,5,2018,"Clemmons Middle","Forsyth",36.026,-80.342,31,28
2018-05-30,5,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,11,28
2018-05-30,5,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,38
2018-05-30,5,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24,28
2018-05-30,5,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,28,28
2018-05-30,5,2018,"Leggett","Edgecombe",35.988278,-77.5843,20,25
2018-05-30,5,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,30
2018-05-30,5,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,28
2018-05-30,5,2018,"Millbrook School","Wake",35.856111,-78.574167,24.5,28
2018-05-30,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22,23
2018-05-30,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,23,24
2018-05-31,5,2018,"Bryson City","Swain",35.434767,-83.442133,20,31
2018-05-31,5,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,24
2018-05-31,5,2018,"Clemmons Middle","Forsyth",36.026,-80.342,31,40
2018-05-31,5,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,19,28
2018-05-31,5,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,51
2018-05-31,5,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,25,36
2018-05-31,5,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,28,41
2018-05-31,5,2018,"Leggett","Edgecombe",35.988278,-77.5843,26,23
2018-05-31,5,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,38
2018-05-31,5,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,30,42
2018-05-31,5,2018,"Millbrook School","Wake",35.856111,-78.574167,28.5,25
2018-05-31,5,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25,22
2018-05-31,5,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,27,24
2018-06-01,6,2018,"Bryson City","Swain",35.434767,-83.442133,18,44
2018-06-01,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,46
2018-06-01,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,29,44
2018-06-01,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,28,47
2018-06-01,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,14,47
2018-06-01,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,50
2018-06-01,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,24,44
2018-06-01,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,31,61
2018-06-01,6,2018,"Linville Falls","Avery",35.972347,-81.933072,15,44
2018-06-01,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,50
2018-06-01,6,2018,"Millbrook School","Wake",35.856111,-78.574167,31.6666666666667,74
2018-06-01,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35,64
2018-06-01,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,40,47
2018-06-02,6,2018,"Bryson City","Swain",35.434767,-83.442133,27,39
2018-06-02,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,19,45
2018-06-02,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,30,46
2018-06-02,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,23,37
2018-06-02,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,49
2018-06-02,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30,44
2018-06-02,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27,44
2018-06-02,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,25,40
2018-06-02,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,35
2018-06-02,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,42
2018-06-02,6,2018,"Millbrook School","Wake",35.856111,-78.574167,27.5,41
2018-06-02,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,44
2018-06-02,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,38,43
2018-06-03,6,2018,"Bryson City","Swain",35.434767,-83.442133,32,42
2018-06-03,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,28,44
2018-06-03,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,40,44
2018-06-03,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,24,38
2018-06-03,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,49
2018-06-03,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30,46
2018-06-03,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35,43
2018-06-03,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,21,37
2018-06-03,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,45
2018-06-03,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,28,45
2018-06-03,6,2018,"Millbrook School","Wake",35.856111,-78.574167,28.5,43
2018-06-03,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26,41
2018-06-03,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,33,41
2018-06-04,6,2018,"Bryson City","Swain",35.434767,-83.442133,23,58
2018-06-04,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,29,44
2018-06-04,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,28,58
2018-06-04,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,21,71
2018-06-04,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,15,67
2018-06-04,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,80
2018-06-04,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,23,54
2018-06-04,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,16,NA
2018-06-04,6,2018,"Linville Falls","Avery",35.972347,-81.933072,16,54
2018-06-04,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18,67
2018-06-04,6,2018,"Millbrook School","Wake",35.856111,-78.574167,21.3333333333333,77
2018-06-04,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18.5,61
2018-06-04,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,18,74
2018-06-05,6,2018,"Bryson City","Swain",35.434767,-83.442133,26,46
2018-06-05,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,28,47
2018-06-05,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,25,54
2018-06-05,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,35,54
2018-06-05,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,77
2018-06-05,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34.5,97
2018-06-05,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,23,61
2018-06-05,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,40,48
2018-06-05,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,51
2018-06-05,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,87
2018-06-05,6,2018,"Millbrook School","Wake",35.856111,-78.574167,37,77
2018-06-05,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35,50
2018-06-05,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,38,54
2018-06-06,6,2018,"Bryson City","Swain",35.434767,-83.442133,33,58
2018-06-06,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,33,74
2018-06-06,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,38,67
2018-06-06,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,49,61
2018-06-06,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,80
2018-06-06,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39.5,74
2018-06-06,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,33,71
2018-06-06,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,42,61
2018-06-06,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,71
2018-06-06,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,80
2018-06-06,6,2018,"Millbrook School","Wake",35.856111,-78.574167,43.5,80
2018-06-06,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,44,84
2018-06-06,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,46,90
2018-06-07,6,2018,"Bryson City","Swain",35.434767,-83.442133,41,61
2018-06-07,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,40,58
2018-06-07,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,47,84
2018-06-07,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,44,49
2018-06-07,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,35,49
2018-06-07,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,51,74
2018-06-07,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,38.6666666666667,87
2018-06-07,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,32,44
2018-06-07,6,2018,"Linville Falls","Avery",35.972347,-81.933072,33,44
2018-06-07,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,74
2018-06-07,6,2018,"Millbrook School","Wake",35.856111,-78.574167,44.6666666666667,58
2018-06-07,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,29.5,48
2018-06-07,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,43,54
2018-06-08,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,43
2018-06-08,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,21,48
2018-06-08,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,62,90
2018-06-08,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,54,100
2018-06-08,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,61
2018-06-08,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,55,77
2018-06-08,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,54,101
2018-06-08,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,37,58
2018-06-08,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,47
2018-06-08,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,52,71
2018-06-08,6,2018,"Millbrook School","Wake",35.856111,-78.574167,49.5,74
2018-06-08,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,31,50
2018-06-08,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,45,58
2018-06-09,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,38
2018-06-09,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,8,31
2018-06-09,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,60,64
2018-06-09,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,51,74
2018-06-09,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,58
2018-06-09,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,NA,54
2018-06-09,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,52,67
2018-06-09,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,34,44
2018-06-09,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,42
2018-06-09,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,58
2018-06-09,6,2018,"Millbrook School","Wake",35.856111,-78.574167,50,49
2018-06-09,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,32,37
2018-06-09,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,37,44
2018-06-10,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,41
2018-06-10,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,9,33
2018-06-10,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,60,64
2018-06-10,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,37.5,45
2018-06-10,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,37,50
2018-06-10,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,51
2018-06-10,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,50.5,64
2018-06-10,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,34,43
2018-06-10,6,2018,"Linville Falls","Avery",35.972347,-81.933072,39,48
2018-06-10,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,71
2018-06-10,6,2018,"Millbrook School","Wake",35.856111,-78.574167,41,47
2018-06-10,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21,38
2018-06-10,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,47,41
2018-06-11,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,38
2018-06-11,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,38,44
2018-06-11,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,46,45
2018-06-11,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,34,34
2018-06-11,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
2018-06-11,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,NA,67
2018-06-11,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,39,45
2018-06-11,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,31,37
2018-06-11,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,40
2018-06-11,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,40
2018-06-11,6,2018,"Millbrook School","Wake",35.856111,-78.574167,45.5,39
2018-06-11,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,41
2018-06-11,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,40,41
2018-06-12,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,37
2018-06-12,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,23,31
2018-06-12,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,41,31
2018-06-12,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,25,29
2018-06-12,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
2018-06-12,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23,30
2018-06-12,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,34,31
2018-06-12,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,24,29
2018-06-12,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,30
2018-06-12,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29,30
2018-06-12,6,2018,"Millbrook School","Wake",35.856111,-78.574167,31,29
2018-06-12,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,28,31
2018-06-12,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,30,29
2018-06-13,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,29
2018-06-13,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,34,35
2018-06-13,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,49,50
2018-06-13,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,30.5,37
2018-06-13,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
2018-06-13,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,43
2018-06-13,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,37.3333333333333,49
2018-06-13,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,32,41
2018-06-13,6,2018,"Linville Falls","Avery",35.972347,-81.933072,18,31
2018-06-13,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,58
2018-06-13,6,2018,"Millbrook School","Wake",35.856111,-78.574167,37.3333333333333,44
2018-06-13,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,31,46
2018-06-13,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,45,37
2018-06-14,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,43
2018-06-14,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,25,35
2018-06-14,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,39,48
2018-06-14,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,35,44
2018-06-14,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,67
2018-06-14,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,43,51
2018-06-14,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,33,49
2018-06-14,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,46,41
2018-06-14,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,41
2018-06-14,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,58
2018-06-14,6,2018,"Millbrook School","Wake",35.856111,-78.574167,47.5,45
2018-06-14,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,46,47
2018-06-14,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,49,48
2018-06-15,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,45
2018-06-15,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,22,44
2018-06-15,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,38,101
2018-06-15,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,40,54
2018-06-15,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,61
2018-06-15,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,38,97
2018-06-15,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,29,90
2018-06-15,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,38,51
2018-06-15,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2018-06-15,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,33,64
2018-06-15,6,2018,"Millbrook School","Wake",35.856111,-78.574167,51,67
2018-06-15,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,41,64
2018-06-15,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,47,67
2018-06-16,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,40
2018-06-16,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,14,51
2018-06-16,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,57,61
2018-06-16,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,50,61
2018-06-16,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,36,54
2018-06-16,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,54.5,61
2018-06-16,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,50,77
2018-06-16,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,45,58
2018-06-16,6,2018,"Linville Falls","Avery",35.972347,-81.933072,41,54
2018-06-16,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,55,67
2018-06-16,6,2018,"Millbrook School","Wake",35.856111,-78.574167,48,64
2018-06-16,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,51
2018-06-16,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,49,54
2018-06-17,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,35
2018-06-17,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,18,38
2018-06-17,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,56,58
2018-06-17,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,45,NA
2018-06-17,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,49
2018-06-17,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,45,64
2018-06-17,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,48,71
2018-06-17,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,44,50
2018-06-17,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,34
2018-06-17,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,50,67
2018-06-17,6,2018,"Millbrook School","Wake",35.856111,-78.574167,49,47
2018-06-17,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35,47
2018-06-17,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,45,42
2018-06-18,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,32
2018-06-18,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,29,32
2018-06-18,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,55,45
2018-06-18,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,58,NA
2018-06-18,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43
2018-06-18,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,48,90
2018-06-18,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,48,45
2018-06-18,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,54,44
2018-06-18,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,33
2018-06-18,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,47
2018-06-18,6,2018,"Millbrook School","Wake",35.856111,-78.574167,62.5,54
2018-06-18,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,55,54
2018-06-18,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,58,80
2018-06-19,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,39
2018-06-19,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,36,41
2018-06-19,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,57,48
2018-06-19,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,58,54
2018-06-19,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,32,NA
2018-06-19,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46.5,64
2018-06-19,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,56.3333333333333,49
2018-06-19,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,59,NA
2018-06-19,6,2018,"Linville Falls","Avery",35.972347,-81.933072,42,32
2018-06-19,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,61
2018-06-19,6,2018,"Millbrook School","Wake",35.856111,-78.574167,58.3333333333333,71
2018-06-19,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,54.5,80
2018-06-19,6,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,57,77
2018-06-20,6,2018,"Bryson City","Swain",35.434767,-83.442133,NA,27
2018-06-20,6,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,47,39
2018-06-20,6,2018,"Clemmons Middle","Forsyth",36.026,-80.342,57,39
2018-06-20,6,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,37,38
2018-06-20,6,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,29
2018-06-20,6,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,55,48
2018-06-20,6,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,52,36
2018-06-20,6,2018,"Leggett","Edgecombe",35.988278,-77.5843,35,45
2018-06-20,6,2018,"Linville Falls","Avery",35.972347,-81.933072,NA,27
2018-06-20,6,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,44
2018-06-20,6,2018,"Millbrook School","Wake",35.856111,-78.574167,38,58
2018-06-20,6,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,51
